,MoDaHr,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,10212,2.950939125,2.950939125,2.950939125,2.950939125,2.950939125,1.772603195,1.770754268,1.772603195,1.772603195,1.772603195,2.950939125,2.950939125,2.950939125,1.772603195,1.772603195,1.772603195,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10213,2.829381889,2.829381889,2.829381889,2.829381889,2.829381889,1.737584224,1.735771824,1.737584224,1.737584224,1.737584224,2.829381889,2.829381889,2.829381889,1.737584224,1.737584224,1.737584224,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10214,3.010308336,3.010308336,3.010308336,3.010308336,3.010308336,1.740557237,1.738741735,1.740557237,1.740557237,1.740557237,3.010308336,3.010308336,3.010308336,1.740557237,1.740557237,1.740557237,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10215,2.809336286,2.809336286,2.809336286,2.809336286,2.809336286,1.770657888,1.770657888,1.770657888,1.770657888,1.770657888,2.809336286,2.809336286,2.809336286,1.770657888,1.770657888,1.770657888,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10216,2.830466447,2.830466447,2.830466447,2.830466447,2.830466447,1.867659819,1.867659819,1.867659819,1.867659819,1.867659819,2.830466447,2.830466447,2.830466447,1.867659819,1.867659819,1.867659819,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10217,4.375171231,4.375171231,4.375171231,4.375171231,4.375171231,4.167530465,4.167530465,4.167530465,4.167530465,4.167530465,4.375171231,4.375171231,4.375171231,4.167530465,4.167530465,4.167530465,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10218,4.43800893,4.43800893,4.43800893,4.43800893,4.43800893,4.285892696,4.285892696,4.285892696,4.285892696,4.285892696,4.43800893,4.43800893,4.43800893,4.285892696,4.285892696,4.285892696,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10219,4.439081187,4.439081187,4.439081187,4.439081187,4.439081187,4.28685733,4.28685733,4.28685733,4.28685733,4.28685733,4.439081187,4.439081187,4.439081187,4.28685733,4.28685733,4.28685733,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10220,4.438611828,4.438611828,4.438611828,4.438611828,4.438611828,4.28474214,4.28474214,4.28474214,4.28474214,4.28474214,4.438611828,4.438611828,4.438611828,4.28474214,4.28474214,4.28474214,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10221,4.466074917,4.466074917,4.466074917,4.466074917,4.466074917,4.260033982,4.255590522,4.260033982,4.260033982,4.260033982,4.466074917,4.466074917,4.466074917,4.260033982,4.260033982,4.260033982,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10222,4.452537972,4.452537972,4.452537972,4.452537972,4.452537972,4.232722869,4.228307896,4.232722869,4.232722869,4.232722869,4.452537972,4.452537972,4.452537972,4.232722869,4.232722869,4.232722869,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10223,4.303618776,4.303618776,4.303618776,4.303618776,4.303618776,4.134081894,4.122724427,4.134081894,4.134081894,4.134081894,4.303618776,4.303618776,4.303618776,4.134081894,4.134081894,4.134081894,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10224,4.280661559,4.280661559,4.280661559,4.280661559,4.280661559,4.111565641,4.100270033,4.111565641,4.111565641,4.111565641,4.280661559,4.280661559,4.280661559,4.111565641,4.111565641,4.111565641,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10301,4.363947936,4.363947936,4.363947936,4.363947936,4.363947936,3.831602412,3.82107594,3.831602412,3.831602412,3.831602412,4.363947936,4.363947936,4.363947936,3.831602412,3.831602412,3.831602412,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10302,4.407616422,4.407616422,4.407616422,4.407616422,4.407616422,3.500798306,3.491180644,3.500798306,3.500798306,3.500798306,4.407616422,4.407616422,4.407616422,3.500798306,3.500798306,3.500798306,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10303,4.404758904,4.404758904,4.404758904,4.404758904,4.404758904,3.469989347,3.460456326,3.469989347,3.469989347,3.469989347,4.404758904,4.404758904,4.404758904,3.469989347,3.469989347,3.469989347,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10304,4.425008941,4.425008941,4.425008941,4.425008941,4.425008941,3.470286861,3.460753023,3.470286861,3.470286861,3.470286861,4.425008941,4.425008941,4.425008941,3.470286861,3.470286861,3.470286861,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10305,4.526896251,4.526896251,4.526896251,4.526896251,4.526896251,3.79687166,3.786440603,3.79687166,3.79687166,3.79687166,4.526896251,4.526896251,4.526896251,3.79687166,3.79687166,3.79687166,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10306,4.667558275,4.667558275,4.667558275,4.667558275,4.667558275,4.184247214,4.172751929,4.184247214,4.184247214,4.184247214,4.667558275,4.667558275,4.667558275,4.184247214,4.184247214,4.184247214,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10307,4.670113381,4.670113381,4.670113381,4.670113381,4.670113381,4.314348516,4.302495806,4.314348516,4.314348516,4.314348516,4.670113381,4.670113381,4.670113381,4.314348516,4.314348516,4.314348516,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10308,4.671231579,4.671231579,4.671231579,4.671231579,4.671231579,4.308330925,4.296494748,4.308330925,4.308330925,4.308330925,4.671231579,4.671231579,4.671231579,4.308330925,4.308330925,4.308330925,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10309,1.271327613,1.271327613,1.271327613,1.271327613,1.271327613,0.173159559,0.172683842,0.173159559,0.173159559,0.173159559,1.271327613,1.271327613,1.271327613,0.173159559,0.173159559,0.173159559,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10315,0.024853372,0.024853372,0.024853372,0.024853372,0.024853372,0,0,0,0,0,0.024853372,0.024853372,0.024853372,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10317,3.827039698,3.827039698,3.827039698,3.827039698,3.827039698,3.22644564,3.217581701,3.22644564,3.22644564,3.22644564,3.827039698,3.827039698,3.827039698,3.22644564,3.22644564,3.22644564,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10318,4.671348736,4.671348736,4.671348736,4.671348736,4.671348736,4.323903972,4.312025012,4.323903972,4.323903972,4.323903972,4.671348736,4.671348736,4.671348736,4.323903972,4.323903972,4.323903972,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10319,4.671880461,4.671880461,4.671880461,4.671880461,4.671880461,4.323117192,4.311240392,4.323117192,4.323117192,4.323117192,4.671880461,4.671880461,4.671880461,4.323117192,4.323117192,4.323117192,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10320,4.668890784,4.668890784,4.668890784,4.668890784,4.668890784,4.322478832,4.310603786,4.322478832,4.322478832,4.322478832,4.668890784,4.668890784,4.668890784,4.322478832,4.322478832,4.322478832,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10321,4.667733986,4.667733986,4.667733986,4.667733986,4.667733986,4.306185033,4.294354751,4.306185033,4.306185033,4.306185033,4.667733986,4.667733986,4.667733986,4.306185033,4.306185033,4.306185033,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10322,4.668475943,4.668475943,4.668475943,4.668475943,4.668475943,4.305193093,4.293365536,4.305193093,4.305193093,4.305193093,4.668475943,4.668475943,4.668475943,4.305193093,4.305193093,4.305193093,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10323,4.669984239,4.669984239,4.669984239,4.669984239,4.669984239,4.306125807,4.294295688,4.306125807,4.306125807,4.306125807,4.669984239,4.669984239,4.669984239,4.306125807,4.306125807,4.306125807,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10324,4.665898504,4.665898504,4.665898504,4.665898504,4.665898504,4.309593597,4.297753951,4.309593597,4.309593597,4.309593597,4.665898504,4.665898504,4.665898504,4.309593597,4.309593597,4.309593597,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10401,4.497762555,4.497762555,4.497762555,4.497762555,4.497762555,4.230361991,4.218740015,4.230361991,4.230361991,4.230361991,4.497762555,4.497762555,4.497762555,4.230361991,4.230361991,4.230361991,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10402,4.227998531,4.227998531,4.227998531,4.227998531,4.227998531,3.382705382,3.373412154,3.382705382,3.382705382,3.382705382,4.227998531,4.227998531,4.227998531,3.382705382,3.382705382,3.382705382,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10403,4.180742181,4.180742181,4.180742181,4.180742181,4.180742181,3.209139468,3.200323074,3.209139468,3.209139468,3.209139468,4.180742181,4.180742181,4.180742181,3.209139468,3.209139468,3.209139468,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10404,4.17920323,4.17920323,4.17920323,4.17920323,4.17920323,2.766930484,2.75932896,2.766930484,2.766930484,2.766930484,4.17920323,4.17920323,4.17920323,2.766930484,2.766930484,2.766930484,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10405,4.196453921,4.196453921,4.196453921,4.196453921,4.196453921,3.216074151,3.207238706,3.216074151,3.216074151,3.216074151,4.196453921,4.196453921,4.196453921,3.216074151,3.216074151,3.216074151,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10406,4.457300977,4.457300977,4.457300977,4.457300977,4.457300977,3.579392967,3.569559384,3.579392967,3.579392967,3.579392967,4.457300977,4.457300977,4.457300977,3.579392967,3.579392967,3.579392967,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10407,4.50587142,4.50587142,4.50587142,4.50587142,4.50587142,4.014019601,4.002991978,4.014019601,4.014019601,4.014019601,4.50587142,4.50587142,4.50587142,4.014019601,4.014019601,4.014019601,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10408,4.507466523,4.507466523,4.507466523,4.507466523,4.507466523,4.017720772,4.006682982,4.017720772,4.017720772,4.017720772,4.507466523,4.507466523,4.507466523,4.017720772,4.017720772,4.017720772,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10409,1.563036391,1.563036391,1.563036391,1.563036391,1.563036391,0.162887035,0.162439539,0.162887035,0.162887035,0.162887035,1.563036391,1.563036391,1.563036391,0.162887035,0.162887035,0.162887035,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10410,0.068914103,0.068914103,0.068914103,0.068914103,0.068914103,0,0,0,0,0,0.068914103,0.068914103,0.068914103,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10415,0.128572771,0.128572771,0.128572771,0.128572771,0.128572771,0,0,0,0,0,0.128572771,0.128572771,0.128572771,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10416,0.090684795,0.090684795,0.090684795,0.090684795,0.090684795,0,0,0,0,0,0.090684795,0.090684795,0.090684795,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10417,4.380567829,4.380567829,4.380567829,4.380567829,4.380567829,2.819244911,2.811499665,2.819244911,2.819244911,2.819244911,4.380567829,4.380567829,4.380567829,2.819244911,2.819244911,2.819244911,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10418,4.506732235,4.506732235,4.506732235,4.506732235,4.506732235,4.261835291,4.25012685,4.261835291,4.261835291,4.261835291,4.506732235,4.506732235,4.506732235,4.261835291,4.261835291,4.261835291,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10419,4.505944586,4.505944586,4.505944586,4.505944586,4.505944586,4.263804209,4.252090359,4.263804209,4.263804209,4.263804209,4.505944586,4.505944586,4.505944586,4.263804209,4.263804209,4.263804209,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10420,4.504140541,4.504140541,4.504140541,4.504140541,4.504140541,4.262527365,4.250817023,4.262527365,4.262527365,4.262527365,4.504140541,4.504140541,4.504140541,4.262527365,4.262527365,4.262527365,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10421,4.502811485,4.502811485,4.502811485,4.502811485,4.502811485,4.261952238,4.250243476,4.261952238,4.261952238,4.261952238,4.502811485,4.502811485,4.502811485,4.261952238,4.261952238,4.261952238,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10422,4.503254169,4.503254169,4.503254169,4.503254169,4.503254169,4.262023168,4.250314211,4.262023168,4.262023168,4.262023168,4.503254169,4.503254169,4.503254169,4.262023168,4.262023168,4.262023168,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10423,4.502915431,4.502915431,4.502915431,4.502915431,4.502915431,4.264696709,4.252980407,4.264696709,4.264696709,4.264696709,4.502915431,4.502915431,4.502915431,4.264696709,4.264696709,4.264696709,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,10424,4.500570382,4.500570382,4.500570382,4.500570382,4.500570382,4.267594167,4.255869904,4.267594167,4.267594167,4.267594167,4.500570382,4.500570382,4.500570382,4.267594167,4.267594167,4.267594167,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
